n_policy,HalfCheetah1_500,HalfCheetah2_500,HalfCheetah3_500,HalfCheetah4_500,HalfCheetah5_500,HalfCheetah6_500,HalfCheetah7_500,HalfCheetah8_500,HalfCheetah9_500,HalfCheetah10_500,Walker2d1_500,Walker2d2_500,Walker2d3_500,Walker2d4_500,Walker2d5_500,Walker2d6_500,Walker2d7_500,Walker2d8_500,Walker2d9_500,Walker2d10_500,Ant1_500,Ant2_500,Ant3_500,Ant4_500,Ant5_500,Ant6_500,Ant7_500,Ant8_500,Ant9_500,Ant10_500,Humanoid1_500,Humanoid2_500,Humanoid3_500,Humanoid4_500,Humanoid5_500,Humanoid6_500,Humanoid7_500,Humanoid8_500,Humanoid9_500,Humanoid10_500,HumanoidStandup1_500,HumanoidStandup2_500,HumanoidStandup3_500,HumanoidStandup4_500,HumanoidStandup5_500,HumanoidStandup6_500,HumanoidStandup7_500,HumanoidStandup8_500,HumanoidStandup9_500,HumanoidStandup10_500,Walker2d1_100,Walker2d2_100,Walker2d3_100,Walker2d4_100,Walker2d5_100,Walker2d6_100,Walker2d7_100,Walker2d8_100,Walker2d9_100,Walker2d10_100,Ant1_50,Ant2_50,Ant3_50,Ant4_50,Ant5_50,Ant6_50,Ant7_50,Ant8_50,Ant9_50,Ant10_50,Humanoid1_25,Humanoid2_25,Humanoid3_25,Humanoid4_25,Humanoid5_25,Humanoid6_25,Humanoid7_25,Humanoid8_25,Humanoid9_25,Humanoid10_25
10,4.380428984,29.908428388,10.160192786,-16.725495616,-7.897622716,16.95663017,-98.309097204,-38.932073132,-17.381766550000002,-7.36569414,333.97093032600003,353.856472052,323.93507522,437.528939114,361.38511916,313.983250608,352.495877756,314.64550916,339.14529309399995,340.062308892,911.000789472,788.2675897259999,1002.250466546,881.1309806359999,871.818043548,643.4111287700001,830.173243942,780.3042775099999,942.58213747,949.086931958,290.960759312,312.9072963,300.45027276,300.638159158,298.32762230000003,301.088369756,281.159095574,281.770563998,293.73655596799995,355.584132308,69350.59244412601,81525.390590258,103911.676973602,94509.407830766,78927.499413438,87714.638495628,72680.543182422,52446.600545928,88325.387041322,83003.008773126,333.97093032600003,353.856472052,323.93507522,437.528939114,332.740915864,313.983250608,352.495877756,314.64550916,339.14529309399995,340.062308892,753.54473196,904.726460852,991.212782462,832.1869924560001,983.71168066,643.4111287700001,806.9672658420001,743.135783648,942.58213747,980.056547338,290.960759312,339.03422634,300.45027276,300.638159158,299.35089241800006,301.088369756,281.159095574,281.770563998,287.87177068999995,384.49848224
11,-7.731219866,23.168695836,2.553636138,-16.008454254,-14.25884727,61.843868504,-28.264581436,-35.330604826000005,-25.335620252,-12.565945826,335.803685576,361.164497652,351.12636727600005,459.370435948,367.333986144,340.920972754,361.368208858,327.747454882,345.502601264,351.309470416,911.000789472,657.025485996,1002.250466546,881.1309806359999,759.5645809239999,436.444270522,830.173243942,698.928595208,942.58213747,949.086931958,303.905631876,312.9072963,270.027080672,304.873495226,293.537496244,283.326499988,289.567627088,289.22961071000003,296.904386864,314.35423317400006,76657.88000449199,85746.73109987199,99890.18005264,85020.83917519399,83110.587110428,85985.433238104,70207.2625568,53342.390212908,87230.01418278199,81391.80854666799,335.803685576,361.164497652,323.93507522,437.528939114,367.333986144,313.983250608,352.495877756,314.64550916,345.502601264,351.309470416,753.54473196,904.726460852,599.1205039539999,832.1869924560001,983.71168066,436.444270522,711.016314696,698.928595208,942.58213747,980.056547338,303.905631876,339.03422634,270.027080672,300.638159158,299.35089241800006,301.088369756,289.567627088,289.22961071000003,296.904386864,314.35423317400006
12,3.887708426,3.277167436,1.525368726,-18.981840248,-27.79869573,11.648802786,-39.19936182600001,-28.720662658,-39.440185986,-26.535186578,341.0488582059999,373.331384482,386.014085062,458.894210766,375.482659226,353.592976346,377.510535282,349.53054163400003,359.856507344,355.52850644,911.000789472,657.025485996,1002.250466546,881.1309806359999,686.586526704,461.452874272,830.173243942,605.52602109,942.58213747,949.086931958,302.053504612,294.711229238,269.926092196,318.260999702,286.57266236,279.519967098,301.27514093400004,300.827033344,285.062489262,297.185680172,62440.462838310006,87004.125557444,100076.33830181598,80168.832957556,74273.51301157,78372.669342118,67945.915242134,52975.550371476,77575.153412922,88812.942691894,335.803685576,373.331384482,323.93507522,458.894210766,375.482659226,353.592976346,377.510535282,314.64550916,345.502601264,355.52850644,588.04271514,904.726460852,599.1205039539999,832.1869924560001,983.71168066,461.452874272,711.016314696,698.928595208,942.58213747,980.056547338,303.905631876,339.03422634,270.027080672,300.638159158,299.35089241800006,279.519967098,301.27514093400004,300.827033344,285.062489262,297.185680172
13,-1.51965137,-67.177909722,-9.594210006,-8.202126256,-32.294998254,26.249978880000004,-43.157284882,-20.854261920000003,-49.58807334,-27.304293834,354.250343782,372.5550977,387.738347374,459.241747526,383.878710076,359.41842564200005,377.4239290080001,379.340504892,375.430257386,363.949370572,911.000789472,657.025485996,1002.250466546,881.1309806359999,686.586526704,461.452874272,830.173243942,605.52602109,942.58213747,949.086931958,293.872545376,295.031689898,283.58052223999994,318.260999702,294.44219947,268.82955558000003,301.27514093400004,301.47851229,293.93196737,291.836220724,65171.614779442,81612.881639128,98102.47145809,78450.200846272,68344.048071724,74845.14920496,67461.274454598,61528.977511026,68107.622550452,87199.439189572,354.250343782,372.5550977,387.738347374,459.241747526,383.878710076,353.592976346,377.510535282,379.340504892,345.502601264,363.949370572,588.04271514,904.726460852,599.1205039539999,832.1869924560001,622.4883787839999,461.452874272,711.016314696,698.928595208,942.58213747,980.056547338,293.872545376,295.031689898,283.58052223999994,300.638159158,294.44219947,279.519967098,301.27514093400004,300.827033344,285.062489262,297.185680172
14,-6.651488706,-93.282093326,-19.423069084,16.905253768,-40.908161482,22.007085032,-88.108945706,-8.725228682000001,-16.850266376,-20.912070344,370.355445764,378.338169756,387.455659636,458.0329749920001,394.045164916,368.734037338,371.155839912,382.222403298,373.224592218,369.810086954,570.854100372,657.025485996,1002.250466546,881.1309806359999,686.586526704,461.452874272,830.173243942,605.52602109,363.489555868,949.086931958,306.572045492,287.48935928800006,286.010753236,321.713760948,294.44219947,260.39231991,297.02399724,298.81728446200003,279.283372392,290.22265506799994,65617.404903808,84469.71217487,99073.847004658,70587.914201756,70783.087020168,74131.98496456,62533.672336046,75998.336277266,66702.789001026,87651.85131545401,370.355445764,372.5550977,387.738347374,458.0329749920001,394.045164916,368.734037338,371.155839912,379.340504892,373.224592218,369.810086954,570.854100372,904.726460852,599.1205039539999,832.1869924560001,622.4883787839999,461.452874272,711.016314696,698.928595208,363.489555868,980.056547338,306.572045492,287.48935928800006,283.58052223999994,321.713760948,294.44219947,279.519967098,297.02399724,300.827033344,285.062489262,297.185680172
15,-6.403983312,-113.121175608,-28.29206426,59.655205254,-41.799336792000005,43.664546542,-85.621943408,-11.636265346,-47.926225192,-19.345412328,376.509884202,387.13929897,399.494474694,445.775796554,396.998768248,376.648809782,369.95021909,381.850742374,366.874791212,375.429650876,476.98500481200006,657.025485996,275.0266812379999,881.1309806359999,686.586526704,311.37628060199995,830.173243942,605.52602109,303.495164184,949.086931958,306.572045492,285.088025514,287.902852472,306.292466276,300.52696042200006,274.23210402800004,297.02399724,300.764646984,273.171211762,293.15503545,72415.529390254,81048.782495734,101346.174361652,67732.77413621599,73911.764233254,71470.235800954,64195.64339830799,81577.842986474,66689.155569872,105136.642289154,376.509884202,387.13929897,399.494474694,445.775796554,394.045164916,376.648809782,369.95021909,381.850742374,373.224592218,375.429650876,476.98500481200006,904.726460852,275.0266812379999,832.1869924560001,622.4883787839999,461.452874272,711.016314696,316.399051838,363.489555868,507.580851826,298.66837295999994,287.48935928800006,287.902852472,321.713760948,294.44219947,279.519967098,297.02399724,300.764646984,285.062489262,297.185680172
16,6.113125152,-131.271683504,-2.702488242,43.195503742,-80.600023132,22.586449076,-109.209654662,-7.152228067999999,-52.885536394,-64.879059466,360.624749216,382.95109335000006,405.976754202,440.53270132,410.86073161200005,381.1761947,373.276010138,381.048018858,372.319881412,377.767577992,476.98500481200006,657.025485996,257.751035744,881.1309806359999,445.242822184,311.37628060199995,248.58638538,605.52602109,303.495164184,480.241935342,289.984124792,285.088025514,287.902852472,306.292466276,300.52696042200006,292.139182298,303.22184291400004,322.145942734,273.171211762,294.013480218,70137.05659721,83142.04164758201,103365.959971272,69768.821702124,76611.62863356,72172.968674574,64779.688556824,78979.726586354,66293.65916067999,102005.62143058,360.624749216,382.95109335000006,405.976754202,445.775796554,410.86073161200005,376.648809782,373.276010138,381.048018858,373.224592218,375.429650876,476.98500481200006,904.726460852,257.751035744,832.1869924560001,622.4883787839999,271.839934318,711.016314696,316.399051838,363.489555868,507.580851826,298.66837295999994,287.48935928800006,287.902852472,325.155225594,294.44219947,292.139182298,297.02399724,322.145942734,280.06194668,294.013480218
17,9.37010149,-136.72036706,-35.423480942,31.42363561,-80.00013916799999,17.735855110000003,-85.824333228,-17.390480162,-11.726089602,-24.721630596,379.464896134,382.599301496,418.332534014,436.88331002,412.659820816,373.380057206,371.579108564,369.120750668,371.3751752,375.680631774,330.014905668,657.025485996,257.751035744,364.73422524000006,326.095834228,311.37628060199995,214.562777436,605.52602109,303.495164184,350.89450001800003,299.4780717280001,276.51842578200007,287.902852472,334.34111033399995,289.608948748,296.127554706,303.22184291400004,322.03603799599995,284.113481592,297.3120999,74530.635903584,82712.17390552799,104377.618324868,75884.90888655,71923.39694051,70303.291714488,63256.193453544,76113.19917289999,79302.157280086,92517.39040227198,360.624749216,382.599301496,418.332534014,436.88331002,410.86073161200005,373.380057206,373.276010138,369.120750668,371.3751752,375.680631774,476.98500481200006,904.726460852,257.751035744,832.1869924560001,326.095834228,271.839934318,711.016314696,316.399051838,193.278374056,507.580851826,299.4780717280001,287.48935928800006,287.902852472,325.155225594,289.608948748,292.139182298,297.02399724,322.145942734,284.113481592,294.013480218
18,-25.600489824,-74.757878566,-30.744113114,34.483786505999994,-93.438386676,38.744520390000005,-74.31495816800002,-24.409433934,-11.765757392,-28.84886307,379.052208052,384.637247492,411.375103668,425.173988962,419.581094968,373.380057206,372.562972642,378.454900728,369.738908132,376.705975092,279.4722422880001,135.96558887,257.751035744,308.739649948,326.095834228,169.702238074,175.21960079,605.52602109,303.495164184,332.294858902,303.577707776,276.51842578200007,287.902852472,324.179752336,291.19200350200003,303.451005112,305.244376292,324.851108302,284.113481592,297.3120999,74177.852751396,80808.579024948,95523.077536702,73912.294711886,72153.576427056,79726.989914694,62957.034103906,77547.538264776,67778.36249212599,94787.023574696,360.624749216,384.637247492,418.332534014,425.173988962,410.86073161200005,373.380057206,372.562972642,369.120750668,371.3751752,375.680631774,476.98500481200006,904.726460852,257.751035744,832.1869924560001,326.095834228,271.839934318,711.016314696,316.399051838,193.278374056,507.580851826,303.577707776,287.48935928800006,287.902852472,324.179752336,291.19200350200003,292.139182298,297.02399724,322.145942734,303.41010027399994,294.013480218
19,-43.126130346,8.967695767999997,-38.073927614,9.313198998,-92.277016332,62.97726249,-70.11024478800002,-21.035204918,9.780505316,-26.676925706,377.246343748,384.65419645200006,424.568516066,415.093520198,431.881106508,380.904518162,378.976100058,388.695584892,370.2864031539999,378.701577656,279.4722422880001,127.820394078,257.751035744,194.378154936,326.095834228,169.702238074,175.21960079,605.52602109,303.495164184,332.294858902,289.3059556,274.571739184,283.426076638,324.179752336,293.79162804,310.177783582,304.137664882,319.853056092,284.113481592,297.3120999,72361.43809899,80442.14860689398,86772.909065918,88608.542390168,76373.487123638,79302.18512848801,62265.72857569,78315.04433335601,68406.280379638,98894.021663764,377.246343748,384.65419645200006,418.332534014,415.093520198,410.86073161200005,380.904518162,378.976100058,388.695584892,370.2864031539999,375.680631774,476.98500481200006,127.820394078,257.751035744,832.1869924560001,326.095834228,271.839934318,711.016314696,224.70173827,189.3377527,507.580851826,303.577707776,287.48935928800006,283.426076638,324.179752336,291.19200350200003,292.139182298,297.02399724,322.145942734,300.130494094,294.013480218
20,-20.523613722,-13.317554648,-21.88517785,24.277281092,-32.206373602,51.375539428,-65.185410674,-13.765438664,2.58602434,-12.881000574000002,360.504111766,391.510819652,434.6956502,411.6468765780001,450.321718558,386.806293718,377.32061908,394.542853912,375.18627813000006,376.607551944,246.165554308,132.12178942,257.751035744,194.378154936,326.095834228,169.702238074,175.21960079,157.476996166,303.495164184,332.294858902,288.353874672,274.571739184,283.426076638,310.858935354,293.79162804,310.177783582,304.137664882,316.566608788,284.113481592,298.49125909799994,72482.799516568,81382.713133246,67375.469914152,80401.15972216999,73658.100997704,76209.09506598601,62615.49444575,78083.32125843,63950.279426926005,91473.19107660202,360.504111766,391.510819652,434.6956502,411.6468765780001,410.86073161200005,386.806293718,377.32061908,394.542853912,370.2864031539999,375.680631774,476.98500481200006,127.820394078,257.751035744,832.1869924560001,326.095834228,271.839934318,711.016314696,224.70173827,189.3377527,233.258529098,303.577707776,279.231041868,283.51873663,310.858935354,291.19200350200003,292.139182298,297.02399724,322.145942734,300.130494094,294.013480218
21,-35.082550780000005,-28.459106438000003,-28.220248812,6.334345038,222.519842062,8.300379096,-44.81309149999999,-0.025864174,20.47818759,-7.238874636,363.927753326,396.184787366,437.339307506,397.899404182,450.321718558,385.748958296,365.197648536,396.786553032,369.386587294,372.77171593,246.165554308,132.12178942,257.751035744,194.378154936,295.153059986,169.702238074,170.16537214,158.64224373,303.495164184,157.199684704,288.353874672,281.803387998,285.05481533600005,325.264829946,293.79162804,329.760400132,310.378593952,316.566608788,279.27379186,303.327233616,62396.564526694,79859.88141895401,68783.023959718,80405.606939698,73869.65022606801,85008.95178252,63237.54603580199,75663.478987114,62810.02614397201,87648.32851676,360.504111766,391.510819652,434.6956502,411.6468765780001,410.86073161200005,386.806293718,377.32061908,394.542853912,369.386587294,372.77171593,476.98500481200006,127.820394078,257.751035744,127.936595228,326.095834228,271.839934318,711.016314696,224.70173827,189.3377527,233.258529098,303.577707776,279.231041868,285.05481533600005,310.858935354,291.19200350200003,292.139182298,297.02399724,322.145942734,279.27379186,294.013480218
22,1.903899926,1.04465499,-34.72897926200001,19.78465327,374.229229826,39.36729033,-40.04566517999999,-7.579758358,17.616383508,-18.140646362,362.465017584,406.246853708,412.926559502,395.115873606,450.321718558,394.457896746,365.197648536,391.808622098,374.067867404,367.011746524,246.165554308,88.24833892800001,257.751035744,109.92011816000002,285.79748913799995,104.409604096,170.16537214,158.64224373,303.495164184,157.199684704,288.353874672,281.803387998,300.40045529199995,325.264829946,293.79162804,339.97749691599995,310.378593952,319.6501592380001,281.794730776,303.327233616,59277.029558544,80871.191793078,71110.432051094,72238.36095975798,73211.238000576,85942.183286642,62229.72124518,79311.839501984,63466.727325682,89899.17149545602,362.465017584,406.246853708,434.6956502,411.6468765780001,410.86073161200005,394.457896746,377.32061908,394.542853912,374.067867404,367.011746524,476.98500481200006,127.820394078,257.751035744,127.936595228,326.095834228,271.839934318,153.938605438,141.948401094,189.3377527,233.258529098,303.577707776,279.231041868,285.05481533600005,310.858935354,291.19200350200003,292.139182298,308.87499268,322.145942734,279.27379186,294.013480218
23,-23.197382361999995,-16.625566319999997,-33.508102692,54.520003558,478.69529127400006,69.07708598599999,-24.98164992,-10.602673570000002,33.206486559999995,-13.584849808,351.654420604,400.497733066,440.84422383,377.899408188,522.867107046,380.94126098,377.246998676,391.808622098,371.779744892,369.224386476,196.402456168,88.24833892800001,257.751035744,109.92011816000002,285.79748913799995,108.908853118,163.969836216,132.565366284,303.495164184,157.199684704,288.353874672,290.957702518,302.411426514,341.161911846,300.4700109699999,339.97749691599995,318.756122832,319.6501592380001,281.794730776,312.022870414,58100.567926348,80655.47916470599,65014.32164734399,71489.01666141998,71826.76370536999,85142.272470768,63190.802686682,74930.680645808,60242.667940886,94976.46538644,351.654420604,400.497733066,440.84422383,411.6468765780001,410.86073161200005,380.94126098,377.32061908,394.542853912,374.067867404,367.011746524,476.98500481200006,127.820394078,257.751035744,127.936595228,326.095834228,108.908853118,153.938605438,132.565366284,189.3377527,233.258529098,303.577707776,279.231041868,285.05481533600005,310.858935354,291.19200350200003,320.368973194,308.87499268,322.145942734,279.27379186,294.013480218
24,33.571187040000005,2.049850478,-33.59740338,41.804844966000005,564.698578888,82.959462314,-7.791424246,-10.6049547,62.255255260000006,-22.104664858,351.817917548,399.632833934,449.883829056,392.240680804,538.700065824,395.232675946,386.031262908,382.389257714,369.54707841,368.660265214,155.76019149200002,66.684688984,63.971896902,109.92011816000002,285.79748913799995,89.75318625999999,149.11795394799998,132.565366284,149.243785396,133.832474232,321.188688844,292.816282694,302.411426514,350.293013936,307.8090139039999,339.97749691599995,324.450266264,319.210264216,310.045468374,315.902019756,57582.661429754,81312.00472772801,64554.667713664,70869.16338907,67535.620519826,87047.59548134198,62447.85407319601,73752.35197164999,63354.54347080201,94897.913940986,351.654420604,400.497733066,449.883829056,392.240680804,410.86073161200005,395.232675946,386.031262908,394.542853912,374.067867404,367.011746524,476.98500481200006,127.820394078,257.751035744,88.97360993999999,326.095834228,89.75318625999999,153.938605438,132.565366284,189.3377527,133.832474232,303.577707776,279.231041868,285.05481533600005,350.293013936,307.8090139039999,320.368973194,308.87499268,319.210264216,279.27379186,294.013480218
25,30.913280141999994,13.569433582,-32.801983982,46.539134638,641.686550356,65.177451634,-13.778579442,-10.285248316,56.181399172,-33.080947186,366.543595694,399.632833934,434.83540967,387.965761044,525.2642904300001,411.092678314,390.081227006,383.55965425,369.752142488,368.660265214,155.76019149200002,66.684688984,64.234178354,109.92011816000002,285.79748913799995,87.727864848,149.11795394799998,102.522862294,149.243785396,138.64421365200002,321.188688844,292.816282694,306.551204498,339.477262392,307.8090139039999,358.45171581,324.450266264,319.210264216,303.7974807,307.020405426,57479.781100248,76598.362720466,74164.267081596,71430.817740104,64926.520331976,88376.00208936399,63925.251040458,76345.61977338,61469.23507715,97094.87321783998,366.543595694,400.497733066,449.883829056,387.965761044,410.86073161200005,395.232675946,390.081227006,394.542853912,369.752142488,367.011746524,476.98500481200006,127.820394078,64.234178354,88.97360993999999,326.095834228,89.75318625999999,153.938605438,132.565366284,189.3377527,133.832474232,309.542069064,279.231041868,306.551204498,350.293013936,314.11963844,320.368973194,308.87499268,319.210264216,279.27379186,294.013480218
26,19.05047686,-5.935220432,-26.756047846,75.03855051400001,649.5883747720001,75.768160002,-19.273847286,-7.486864512,63.34191860200001,12.128893288,358.641171894,399.632833934,432.135995896,390.262773574,515.5646808380001,411.092678314,402.8292437559999,379.100532834,369.974820458,368.660265214,155.76019149200002,66.684688984,57.20068206999999,109.92011816000002,285.79748913799995,87.727864848,149.11795394799998,102.522862294,149.243785396,146.36321916,321.188688844,292.816282694,327.356774856,358.75956912799995,318.32861829200004,358.45171581,324.60267930799995,319.210264216,303.554254738,312.566044036,58337.277825478006,78235.326096798,85107.875244156,74012.54294367801,64609.477572514,89226.797181804,65922.655516464,80291.707214214,61532.604672618,95593.789779232,358.641171894,400.497733066,432.135995896,390.262773574,515.5646808380001,424.572739282,390.081227006,379.100532834,369.752142488,367.011746524,476.98500481200006,72.81058573400001,64.234178354,88.97360993999999,326.095834228,89.75318625999999,153.938605438,132.565366284,189.3377527,133.832474232,309.542069064,279.231041868,306.551204498,350.293013936,314.11963844,320.368973194,308.87499268,319.210264216,279.27379186,294.013480218
27,81.398530492,-3.465597452,-53.77252283,123.978160418,729.5992468999999,76.25466519999999,-3.4795707820000006,-2.0260258220000003,53.721197848,180.12793445999998,371.764842414,399.632833934,443.713653622,377.96185109,511.254057136,418.1938389980001,406.021648962,379.687747078,367.250896658,368.660265214,155.76019149200002,66.684688984,57.20068206999999,109.92011816000002,285.79748913799995,87.727864848,149.11795394799998,102.522862294,149.243785396,149.03310581,321.188688844,313.623709484,327.356774856,346.723589962,333.48646316200006,358.45171581,336.16767581000005,314.556063366,303.554254738,312.566044036,58144.155270198,79934.85542221401,78120.467783866,77294.168479818,67916.380647922,89195.509285232,68794.452407976,76521.132030568,59805.05878994399,94048.428506896,371.764842414,400.497733066,432.135995896,377.96185109,511.254057136,418.1938389980001,406.021648962,379.687747078,369.752142488,367.011746524,476.98500481200006,72.81058573400001,64.234178354,88.97360993999999,326.095834228,89.75318625999999,153.938605438,132.565366284,107.470206004,133.832474232,309.542069064,279.231041868,314.61187613,346.723589962,314.11963844,320.368973194,336.16767581000005,314.556063366,279.27379186,326.30293397400004
28,38.266163534,13.226230788,-22.282528467999995,146.808238384,764.5180552399999,102.65943267,-19.01478237,7.692718566000001,79.251362688,431.910358534,376.45969186,400.566937038,441.199699596,368.81824651,465.34877717600006,413.926844818,416.73638019,376.587486238,367.250896658,372.253716002,125.380145068,66.684688984,60.18900637599999,109.92011816000002,285.79748913799995,94.118226402,149.11795394799998,102.522862294,149.243785396,123.08875222,321.188688844,313.623709484,327.356774856,346.723589962,333.48646316200006,358.45171581,336.16767581000005,315.360419426,303.554254738,312.566044036,57893.428221208,79464.84710541801,94571.946699592,77631.326572028,72704.98676491201,88383.420805818,65129.718242082,82352.52421246201,62561.484632880005,96476.33358703,371.764842414,400.566937038,441.199699596,368.81824651,465.34877717600006,418.1938389980001,416.73638019,379.687747078,369.752142488,367.011746524,125.380145068,72.81058573400001,64.234178354,88.97360993999999,326.095834228,89.75318625999999,106.446529056,132.565366284,106.744056858,123.08875222,309.542069064,279.231041868,314.61187613,346.723589962,314.11963844,320.368973194,336.16767581000005,314.556063366,279.27379186,326.30293397400004
29,44.11024792399999,6.675644170000001,-25.175704584,150.84700695200002,769.10247682,158.053666894,-36.19541247,27.857149056,152.80455127400003,392.124771014,376.45969186,397.127883922,441.162048444,433.172860384,453.174837538,384.742219694,421.6213631920001,379.316465372,364.926969758,370.715341006,125.380145068,66.684688984,73.26735622,109.92011816000002,142.38657795,83.245546928,109.90597202000002,102.522862294,109.717266738,123.08875222,334.915164412,322.723055814,328.592812302,346.723589962,333.48646316200006,358.45171581,341.43580527999995,315.360419426,320.705445784,352.208818948,58590.521579602006,77154.634209852,95584.505089624,80975.232305798,67611.73645238599,88771.47831448799,66710.331300066,82664.313038564,62823.070415802,93291.728283606,371.764842414,397.127883922,441.162048444,433.172860384,465.34877717600006,384.742219694,416.73638019,379.316465372,369.752142488,370.715341006,125.380145068,72.81058573400001,64.234178354,85.750988456,142.38657795,89.75318625999999,106.446529056,132.565366284,106.744056858,123.08875222,334.915164412,279.231041868,314.61187613,346.723589962,314.11963844,320.368973194,336.16767581000005,314.556063366,279.27379186,352.208818948
30,80.960742872,11.71204949,11.142806372,167.018265408,786.3481647300001,182.254171048,-42.10778909599999,51.620128778,269.165392136,490.1528865,376.45969186,414.147301512,442.06979103,495.552846816,485.439092294,396.578485918,408.363324378,380.26049869200006,364.926969758,373.860666332,125.380145068,66.684688984,73.26735622,79.261603902,150.54533666,83.245546928,109.90597202000002,120.76297688,109.717266738,123.08875222,347.179917324,316.31141517,379.069294526,346.723589962,333.48646316200006,358.45171581,345.323313904,315.360419426,320.705445784,339.39695753,58345.5485602,77393.41620810801,96824.818553306,82845.02919429401,69418.78159691801,88448.244995954,64991.552659122,72926.38977090201,63644.75562395801,96187.141642936,371.764842414,414.147301512,441.162048444,495.552846816,485.439092294,384.742219694,408.363324378,380.26049869200006,369.752142488,373.860666332,111.910937208,72.81058573400001,64.234178354,85.750988456,142.38657795,89.75318625999999,106.446529056,132.565366284,106.744056858,123.08875222,334.915164412,316.31141517,314.61187613,346.723589962,314.11963844,405.118217028,345.323313904,314.556063366,342.740970476,352.208818948
31,104.106868332,5.2821916280000005,65.457541738,182.17848718,790.271866808,207.198318336,-41.079653408,59.36780658599999,341.51826612200006,493.023409418,376.45969186,453.69846572600005,469.790651554,760.6306134260001,471.355927814,369.106060246,409.60192482200006,394.19499987,385.091811084,378.509045822,125.380145068,45.716326050000006,59.783939744,69.91642054,131.63817140599997,83.245546928,109.90597202000002,120.76297688,109.717266738,114.66649406,347.179917324,316.31141517,379.069294526,346.723589962,333.48646316200006,405.067346816,339.417859746,315.360419426,315.879428976,339.39695753,57904.980639734,77638.809333506,97437.529526662,83359.67389927802,68596.723214304,83314.206678592,68122.672541732,71002.90965560201,65988.226568318,109667.970134482,371.764842414,414.147301512,441.162048444,760.6306134260001,471.355927814,384.742219694,409.60192482200006,394.19499987,369.752142488,373.860666332,111.910937208,72.81058573400001,64.234178354,85.750988456,142.38657795,89.75318625999999,95.2127383,132.565366284,106.744056858,123.08875222,334.915164412,316.31141517,314.61187613,346.723589962,314.11963844,405.067346816,345.323313904,314.556063366,342.740970476,352.208818948
32,101.244243226,18.518690774000003,42.220816374,205.28800818200003,830.370635844,264.850401812,-30.555409444,69.403549964,462.766208532,495.642502194,376.45969186,473.016522424,472.947440448,1592.89536978,533.411597486,357.850070998,468.38781763,401.893602972,381.9185706100001,376.066614462,125.380145068,45.716326050000006,59.783939744,67.53977116799999,110.327748846,83.245546928,84.714037548,120.76297688,109.717266738,119.261094988,336.48197040400004,316.31141517,351.558949328,346.723589962,333.48646316200006,396.62966133200007,339.417859746,339.39841969,330.908783814,339.39695753,58447.013666558,78876.214207844,101582.02257108802,81267.999280294,70568.343137076,80015.35049852401,68762.199865098,68682.565678082,68364.005487338,110595.685659872,371.764842414,473.016522424,472.947440448,760.6306134260001,533.411597486,357.850070998,409.60192482200006,401.893602972,381.9185706100001,373.860666332,111.910937208,72.81058573400001,64.234178354,85.750988456,142.38657795,89.75318625999999,95.2127383,132.565366284,106.744056858,123.08875222,334.915164412,316.31141517,314.61187613,346.723589962,314.11963844,405.067346816,345.323313904,314.556063366,342.740970476,352.208818948
33,141.696405302,32.26048041,39.626671456,233.866028342,869.2024145559999,460.295698064,9.596675152,92.196011062,533.39384101,506.736237316,376.45969186,484.165519442,475.177981824,2065.281038512,539.227385756,354.31742536400003,480.053335986,410.935484894,372.429573056,376.066614462,125.380145068,45.716326050000006,63.797754464,67.53977116799999,110.327748846,83.245546928,96.88727654,120.76297688,111.49906857,111.70276778400002,336.48197040400004,316.31141517,328.033444152,342.113269646,372.048218516,425.273692912,339.417859746,336.871008976,330.908783814,353.836442948,59094.938681858,77602.27947862801,95823.378243208,79821.519041502,71052.433468814,85001.482383212,70068.7841669,73943.436435572,67960.331326212,105303.056463674,371.764842414,484.165519442,475.177981824,2065.281038512,539.227385756,354.31742536400003,480.053335986,410.935484894,372.429573056,394.604297648,111.910937208,72.81058573400001,63.797754464,70.46509188600001,142.38657795,89.75318625999999,95.2127383,132.565366284,106.744056858,123.08875222,334.915164412,316.31141517,328.033444152,342.113269646,372.048218516,405.067346816,345.323313904,336.871008976,342.740970476,352.208818948
34,210.158226184,35.00729333,62.488551068,271.836661112,921.8151635420002,536.971308652,56.251945392,128.067658164,567.4555354899999,592.064861582,376.45969186,508.84355140800005,495.230746758,2016.10341307,639.179498154,352.032200462,468.789983802,425.24868504,370.984608042,427.967582848,98.08491892,45.716326050000006,63.797754464,67.53977116799999,110.327748846,68.29146416199998,96.88727654,120.76297688,111.49906857,114.533293564,340.116252124,337.074276204,309.392749362,342.113269646,361.671366076,425.273692912,339.417859746,338.69089272,354.544848082,353.836442948,58392.563765068,77735.389568158,84569.657413664,78124.369286428,68428.98382685201,82006.43798348,73063.70502395999,77344.93812453601,69097.76817935401,98638.250350524,371.764842414,508.84355140800005,495.230746758,2016.10341307,639.179498154,352.032200462,480.053335986,425.24868504,372.429573056,427.967582848,98.08491892,72.81058573400001,63.797754464,70.46509188600001,142.38657795,68.29146416199998,95.2127383,132.565366284,106.744056858,123.08875222,334.915164412,316.31141517,309.392749362,342.113269646,372.048218516,405.067346816,345.323313904,336.871008976,354.544848082,400.141981104
