n_policy,PPO_Ant_seed1,PPO_Ant_seed2,PPO_Ant_seed3,PPO_Ant_seed4,PPO_Humanoid_seed1,PPO_Humanoid_seed2,PPO_Humanoid_seed3,PPO_Humanoid_seed4,PPO_HumanoidStandup_seed1
54,-0.0,0.0248479999999999,0.0329839999999999,-0.0,0.71052,0.444968,-0.0,0.2377679999999999,-0.0
55,-0.0,-0.0,-0.0,-0.0,-0.0,0.1440239999999999,0.2383919999999999,-0.0,-0.0
56,-0.0,0.0004079999999999,-0.0,-0.0,-0.0,0.459184,0.076912,0.0156,-0.0
57,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
58,0.022728,-0.0,0.0616639999999999,0.1113759999999999,-0.0,0.5296560000000001,-0.0,-0.0,-0.0
59,0.0258799999999999,0.0174,-0.0,0.0028159999999999,0.3744,0.0261519999999999,0.0234,0.2255359999999999,0.071056
60,-0.0,-0.0,-0.0,-0.0,-0.0,0.1356239999999999,-0.0,-0.0,-0.0
61,-0.0,-0.0,-0.0,-0.0,0.1520239999999999,-0.0,-0.0,0.1353040000000001,0.003376
62,-0.0,0.0185599999999999,-0.0,-0.0,0.0845759999999999,-0.0,0.2592959999999999,-0.0,-0.0
63,-0.0,0.0421679999999999,-0.0,-0.0,-0.0,0.6386240000000001,-0.0,0.2165840000000001,0.038192
64,-0.0,-0.0,-0.0,0.0039199999999999,0.0014,-0.0,-0.0,0.222104,0.017824
65,-0.0,-0.0,-0.0,-0.0,0.2649599999999998,0.4578,-0.0,0.0369759999999999,0.002696
66,0.0525999999999999,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
67,-0.0,-0.0,-0.0,-0.0,-0.0,0.058392,0.263368,0.101248,-0.0
68,-0.0,0.0205679999999999,0.0487839999999999,-0.0,0.017992,-0.0,-0.0,-0.0,0.1038000000000001
69,-0.0,-0.0,-0.0,-0.0,0.127496,0.3058640000000001,-0.0,0.1883840000000001,-0.0
70,0.0453920000000001,0.0126319999999999,0.0388479999999999,-0.0,0.240712,-0.0,0.0337359999999999,-0.0,0.051128
71,-0.0,-0.0,-0.0,0.0024239999999999,-0.0,-0.0,-0.0,-0.0,0.015136
72,0.0169760000000001,0.07396,-0.0,-0.0,-0.0,0.1204,0.2326639999999999,-0.0,0.2261120000000001
